Date,Department,Category,Amount,Description,Type
2025-10-11,Marketing,Digital Advertising,10820.48,Paid Search - Non-Brand,Expense
2025-10-11,Marketing,Brand & Collateral,3603.54,Office Signage,Expense
2025-10-12,Marketing,Content & Creative,5906.49,Animation Project,Expense
2025-10-12,Finance,Office & Admin,2015.86,Reference Materials,Expense
2025-10-12,Finance,Office & Admin,975.05,Office Supplies - Finance,Expense
2025-10-13,Marketing,Software & Tools,8833.96,HubSpot License,Expense
2025-10-13,Marketing,Content & Creative,2012.61,Agency Retainer - Spark Creative,Expense
2025-10-13,Sales,Office Supplies,1079.16,Demo Equipment,Expense
2025-10-13,Sales,Recurring Revenue,76109.42,Annual Contract - Harbor Media,Revenue
2025-10-13,Marketing,PR & Communications,2190.23,Press Release Distribution,Expense
2025-10-13,Marketing,Software & Tools,2027.37,ZoomInfo Marketing,Expense
2025-10-13,Finance,Professional Services,6627.22,State & Local Tax Consulting,Expense
2025-10-14,Sales,Software & Subscriptions,5982.84,Gong.io Platform,Expense
2025-10-14,Sales,Client Entertainment,412.21,Client Gift - Evergreen Retail,Expense
2025-10-15,Marketing,Software & Tools,5294.09,Drift Chatbot,Expense
2025-10-15,Marketing,Events & Sponsorships,8855.59,Speaker Fee - B2B Sales Con,Expense
2025-10-16,Sales,Training & Development,1648.25,Certification Course,Expense
2025-10-16,Finance,Office & Admin,1171.2,Team Lunch - Month End Close,Expense
2025-10-16,Operations,Insurance,3549.22,Business Interruption Insurance,Expense
2025-10-17,Sales,Training & Development,404.43,Sales Training Program,Expense
2025-10-17,Operations,Facilities & Rent,40942.74,Building Maintenance Fee,Expense
2025-10-18,Finance,Software & Tools,5504.08,NetSuite License - Monthly,Expense
2025-10-18,Operations,Equipment & Maintenance,14033.97,Janitorial Equipment,Expense
2025-10-18,Operations,Facilities & Rent,13539.42,Common Area Charges,Expense
2025-10-18,Finance,Software & Tools,3651.53,Adaptive Insights,Expense
2025-10-19,Sales,Training & Development,1152.54,Workshop Fee,Expense
2025-10-19,Sales,Service Revenue,151889.22,Training Package - Keystone Energy,Revenue
2025-10-19,Sales,Training & Development,1497.75,Certification Course,Expense
2025-10-19,Sales,Sales Commissions,30179.8,SPIF Payout,Expense
2025-10-19,Sales,Service Revenue,83490.04,Training Package - Summit Healthcare,Revenue
2025-10-19,Finance,Training & Certifications,2014.93,Finance Conference - FP&A Summit,Expense
2025-10-20,Finance,Banking & Merchant Fees,6377.36,Treasury Management Services,Expense
2025-10-20,Finance,Software & Tools,6868.64,Adaptive Insights,Expense
2025-10-20,Finance,Professional Services,5716.35,M&A Due Diligence Support,Expense
2025-10-20,Sales,Travel & Entertainment,6086.27,Hotel - Dallas,Expense
2025-10-20,Sales,Client Entertainment,1132.72,Thank You Gift,Expense
2025-10-21,Operations,Logistics & Shipping,1995.03,Shipping Software License,Expense
2025-10-21,Sales,Service Revenue,54015.08,Implementation Services - Harbor Media,Revenue
2025-10-21,Marketing,Brand & Collateral,1048.35,Promotional Items - Tote Bags,Expense
2025-10-21,Marketing,Content & Creative,3550.09,Stock Images License,Expense
2025-10-21,Operations,Utilities,1602.65,Internet Service - Comcast Business,Expense
2025-10-21,Operations,Utilities,4612.29,Waste Management,Expense
2025-10-21,Operations,Equipment & Maintenance,5163.26,Janitorial Equipment,Expense
2025-10-21,Marketing,Digital Advertising,6634.47,Meta Ads - Webinar Promo,Expense
2025-10-21,Operations,Security Services,8528.58,Badge System License,Expense
2025-10-22,Finance,Training & Certifications,1686.96,Finance Conference - AFP Conference,Expense
2025-10-22,Sales,Sales Commissions,56193.45,Accelerator Bonus,Expense
2025-10-22,Marketing,Software & Tools,8340.98,Google Analytics 360,Expense
2025-10-22,Sales,Client Entertainment,1100.37,Client Gift - Pinnacle Industries,Expense
2025-10-22,Operations,Facilities & Rent,16362.42,Building Maintenance Fee,Expense
2025-10-22,Marketing,Content & Creative,8426.95,Animation Project,Expense
2025-10-23,Marketing,Content & Creative,11923.29,Agency Retainer - Spark Creative,Expense
2025-10-23,Operations,Office Supplies & General,7499.54,Janitorial Service Contract,Expense
2025-10-23,Operations,Logistics & Shipping,5425.09,UPS Business Account,Expense
2025-10-24,Sales,Product Sales,186834.84,Enterprise License - Keystone Energy,Revenue
2025-10-24,Operations,IT Infrastructure,29717.06,AWS Hosting - Monthly,Expense
2025-10-24,Sales,Product Sales,235575.59,Professional Tier - Granite Construction,Revenue
2025-10-25,Sales,Software & Subscriptions,4099.2,ZoomInfo Subscription,Expense
2025-10-25,Sales,Product Sales,175595.19,Enterprise License - Frontier Tech,Revenue
2025-10-25,Sales,Travel & Entertainment,3572.52,Flight - Chicago,Expense
2025-10-25,Sales,Office Supplies,295.85,Presentation Materials,Expense
2025-10-25,Operations,Insurance,4162.98,Business Interruption Insurance,Expense
2025-10-25,Marketing,Brand & Collateral,4927.36,Brand Guidelines Update,Expense
2025-10-25,Marketing,Digital Advertising,2049.9,Display Network - Content Syndication,Expense
2025-10-25,Operations,IT Infrastructure,20756.59,Cisco Network Equipment,Expense
2025-10-26,Sales,Product Sales,42828.11,Growth Package - Delta Logistics,Revenue
2025-10-27,Finance,Recruiting & HR,2798.04,Employee Recognition,Expense
2025-10-27,Sales,Product Sales,826915.77,Growth Package - Crestwood Partners,Revenue
2025-10-27,Finance,Software & Tools,5031.88,Avalara Tax Software,Expense
2025-10-27,Finance,Audit & Compliance,9172.77,Compliance Consulting,Expense
2025-10-27,Operations,Security Services,2727.82,Security Camera Maintenance,Expense
2025-10-27,Operations,IT Infrastructure,15481.62,Help Desk Software,Expense
2025-10-28,Operations,Utilities,1173.37,Internet Service - Comcast Business,Expense
2025-10-28,Marketing,Digital Advertising,2807.81,Retargeting Campaign,Expense
2025-10-28,Sales,Travel & Entertainment,7874.51,Flight - Phoenix,Expense
2025-11-01,Operations,Insurance,12318.44,Cyber Liability Insurance,Expense
2025-11-01,Operations,Logistics & Shipping,1662.17,USPS Postage Meter,Expense
2025-11-01,Operations,IT Infrastructure,26815.75,Server Maintenance Contract,Expense
2025-11-01,Sales,Client Entertainment,2262.0,Event Tickets - Frontier Tech,Expense
2025-11-02,Operations,Equipment & Maintenance,12460.84,Elevator Service Contract,Expense
2025-11-02,Operations,Insurance,4856.93,Business Interruption Insurance,Expense
2025-11-02,Operations,Logistics & Shipping,6640.88,UPS Business Account,Expense
2025-11-02,Operations,Office Supplies & General,5927.03,Breakroom Supplies,Expense
2025-11-02,Operations,Insurance,1929.02,General Liability Insurance,Expense
2025-11-02,Operations,Logistics & Shipping,3330.21,FedEx Account - Monthly,Expense
2025-11-03,Marketing,Content & Creative,8845.14,Freelance Writer - Landing Pages,Expense
2025-11-03,Operations,Security Services,1144.01,Visitor Management System,Expense
2025-11-03,Operations,Office Supplies & General,1998.57,Cleaning Supplies,Expense
2025-11-03,Marketing,Brand & Collateral,1316.1,Trade Show Banners,Expense
2025-11-03,Finance,Office & Admin,635.86,Printer Toner & Paper,Expense
2025-11-04,Marketing,PR & Communications,3283.58,Press Release Distribution,Expense
2025-11-04,Operations,Insurance,3588.07,Workers Compensation,Expense
2025-11-04,Operations,Facilities & Rent,60248.78,Coworking Space - Downtown Office,Expense
2025-11-05,Operations,Utilities,5441.88,Phone System - Monthly,Expense
2025-11-05,Operations,Office Supplies & General,3545.86,Office Supplies - Staples,Expense
2025-11-05,Operations,Utilities,4969.08,Natural Gas - HQ,Expense
2025-11-06,Finance,Banking & Merchant Fees,4196.78,Bank Account Fees - Bank of America,Expense
2025-11-06,Finance,Professional Services,5472.54,Valuation Services,Expense
2025-11-06,Finance,Training & Certifications,752.44,Finance Conference - Controller Conference,Expense
2025-11-06,Marketing,Digital Advertising,8663.18,Display Network - Event Promo,Expense
2025-11-07,Sales,Travel & Entertainment,3807.38,Uber/Taxi - Denver,Expense
2025-11-07,Finance,Software & Tools,6474.12,Expensify Licenses,Expense
2025-11-08,Finance,Office & Admin,1073.75,Team Lunch - Month End Close,Expense
2025-11-08,Marketing,Content & Creative,6500.54,Agency Retainer - Blue Ocean Agency,Expense
2025-11-08,Marketing,Events & Sponsorships,7755.14,Roadshow - New York,Expense
2025-11-08,Finance,Banking & Merchant Fees,2123.9,Merchant Processing - Square,Expense
2025-11-08,Finance,Training & Certifications,402.74,Excel Training Workshop,Expense
2025-11-08,Sales,Product Sales,221622.16,Starter Bundle - Atlas Manufacturing,Revenue
2025-11-09,Finance,Software & Tools,1531.56,NetSuite License - Monthly,Expense
2025-11-09,Finance,Recruiting & HR,1779.54,Onboarding Materials,Expense
2025-11-09,Marketing,Brand & Collateral,1960.38,Promotional Items - Notebooks,Expense
2025-11-09,Operations,Security Services,2190.71,Badge System License,Expense
2025-11-09,Marketing,Software & Tools,5230.1,Vidyard License,Expense
2025-11-10,Operations,Security Services,2705.91,Badge System License,Expense
2025-11-10,Finance,Banking & Merchant Fees,4664.12,Treasury Management Services,Expense
2025-11-10,Marketing,Events & Sponsorships,12926.27,Webinar Platform Hosting,Expense
2025-11-11,Sales,Service Revenue,205440.48,Consulting Engagement - Keystone Energy,Revenue
2025-11-11,Marketing,Events & Sponsorships,1973.31,Virtual Event Platform,Expense
2025-11-11,Marketing,Brand & Collateral,1600.17,Trade Show Banners,Expense
2025-11-11,Marketing,Events & Sponsorships,8324.24,Speaker Fee - Digital Marketing World,Expense
2025-11-11,Marketing,Digital Advertising,8912.26,Paid Search - Non-Brand,Expense
2025-11-11,Operations,Equipment & Maintenance,20925.67,Computer Hardware - Chairs,Expense
2025-11-11,Sales,Software & Subscriptions,4840.52,LinkedIn Sales Navigator,Expense
2025-11-12,Marketing,PR & Communications,4406.84,Analyst Relations - Frost & Sullivan,Expense
2025-11-12,Sales,Travel & Entertainment,10065.87,Hotel - Denver,Expense
2025-11-12,Sales,Service Revenue,180621.95,Training Package - Lakeside Hotels,Revenue
2025-11-13,Sales,Client Entertainment,2499.9,Event Tickets - Pinnacle Industries,Expense
2025-11-13,Sales,Service Revenue,138213.53,Support Retainer - Northwind Traders,Revenue
2025-11-13,Finance,Audit & Compliance,3228.56,Controls Testing - Q4,Expense
2025-11-13,Sales,Training & Development,1859.19,Workshop Fee,Expense
2025-11-13,Finance,Recruiting & HR,1745.44,Employee Recognition,Expense
2025-11-13,Sales,Client Entertainment,2921.45,Golf Outing,Expense
2025-11-14,Sales,Training & Development,1630.54,Coaching Session,Expense
2025-11-14,Sales,Recurring Revenue,80231.97,Platform Access - Lakeside Hotels,Revenue
2025-11-14,Marketing,Brand & Collateral,4535.35,Trade Show Banners,Expense
2025-11-15,Sales,Training & Development,665.46,Workshop Fee,Expense
2025-11-15,Sales,Office Supplies,210.18,Presentation Materials,Expense
2025-11-15,Marketing,PR & Communications,10604.25,Executive Comms Coaching,Expense
2025-11-15,Finance,Software & Tools,3560.33,BlackLine Reconciliation,Expense
2025-11-15,Marketing,PR & Communications,9567.5,Press Release Distribution,Expense
2025-11-15,Operations,Office Supplies & General,7872.61,Coffee Service - Monthly,Expense
2025-11-16,Finance,Software & Tools,3863.8,Workday Subscription,Expense
2025-11-17,Sales,Recurring Revenue,249431.38,Platform Access - Pacific Ventures,Revenue
2025-11-17,Sales,Software & Subscriptions,3071.24,Salesforce License,Expense
2025-11-17,Sales,Office Supplies,238.13,Presentation Materials,Expense
2025-11-17,Finance,Professional Services,4130.21,M&A Due Diligence Support,Expense
2025-11-17,Finance,Professional Services,6656.21,State & Local Tax Consulting,Expense
2025-11-17,Sales,Office Supplies,494.23,Business Cards,Expense
2025-11-18,Marketing,Events & Sponsorships,13484.78,Virtual Event Platform,Expense
2025-11-18,Marketing,Software & Tools,23129.61,Drift Chatbot,Expense
2025-11-18,Finance,Audit & Compliance,10002.14,Risk Assessment Services,Expense
2025-11-18,Finance,Software & Tools,1724.44,Expensify Licenses,Expense
2025-11-18,Operations,Logistics & Shipping,3571.99,Package Room Supplies,Expense
2025-11-18,Operations,Facilities & Rent,68667.51,Storage Unit Rental,Expense
2025-11-19,Marketing,Digital Advertising,27974.69,LinkedIn Ads - ABM Campaign,Expense
2025-11-19,Marketing,Content & Creative,22489.0,Agency Retainer - PixelWorks,Expense
2025-11-19,Marketing,Content & Creative,8200.26,Copywriting Services,Expense
2025-11-19,Finance,Office & Admin,1204.24,Reference Materials,Expense
2025-11-19,Sales,Recurring Revenue,162119.21,Platform Access - Beacon Financial,Revenue
2025-11-20,Finance,Training & Certifications,2331.13,CPA CPE Credits - K. Brown,Expense
2025-11-20,Finance,Software & Tools,1823.8,BlackLine Reconciliation,Expense
2025-11-20,Operations,Insurance,3006.77,Cyber Liability Insurance,Expense
2025-11-22,Marketing,Digital Advertising,12821.0,Programmatic Buy - Brand Awareness,Expense
2025-11-23,Finance,Training & Certifications,793.38,Leadership Development,Expense
2025-11-23,Operations,Equipment & Maintenance,10400.1,AV Equipment - Conference Room,Expense
2025-11-23,Sales,Product Sales,393786.05,Starter Bundle - Granite Construction,Revenue
2025-11-24,Finance,Recruiting & HR,1082.42,Employee Recognition,Expense
2025-11-24,Operations,Equipment & Maintenance,8133.69,Kitchen Equipment,Expense
2025-11-24,Marketing,Digital Advertising,34606.58,Paid Search - Non-Brand,Expense
2025-11-25,Operations,IT Infrastructure,14306.26,Microsoft 365 Licenses,Expense
2025-11-25,Sales,Sales Commissions,85655.69,Bonus - Q4 Performance,Expense
2025-11-25,Sales,Service Revenue,188316.23,Training Package - Crestwood Partners,Revenue
2025-11-25,Sales,Sales Commissions,30608.86,Accelerator Bonus,Expense
2025-11-26,Marketing,Digital Advertising,10717.22,YouTube Pre-roll Ads,Expense
2025-11-26,Marketing,Digital Advertising,4398.65,Meta Ads - ABM Campaign,Expense
2025-11-26,Sales,Training & Development,1558.63,Sales Training Program,Expense
2025-11-26,Sales,Travel & Entertainment,3811.64,Hotel - Atlanta,Expense
2025-11-26,Sales,Service Revenue,309792.92,Training Package - Atlas Manufacturing,Revenue
2025-11-26,Operations,Utilities,2787.93,Phone System - Monthly,Expense
2025-11-26,Operations,Utilities,2064.39,Electric Bill - HQ,Expense
2025-11-27,Sales,Travel & Entertainment,2272.78,Conference Travel,Expense
2025-11-27,Sales,Service Revenue,192601.44,Implementation Services - Atlas Manufacturing,Revenue
2025-11-27,Marketing,Content & Creative,4890.24,Photography Session,Expense
2025-11-27,Operations,Security Services,6315.94,Access Control System,Expense
2025-11-27,Operations,Security Services,2498.38,Visitor Management System,Expense
2025-11-27,Sales,Service Revenue,-653116.48,Training Package - Frontier Tech,Revenue
2025-11-27,Operations,IT Infrastructure,16757.36,Azure Services - Monthly,Expense
2025-11-27,Sales,Sales Commissions,25609.09,Bonus - Q4 Performance,Expense
2025-11-28,Operations,Logistics & Shipping,2183.07,USPS Postage Meter,Expense
2025-11-28,Sales,Software & Subscriptions,3430.38,Outreach License,Expense
2025-11-28,Sales,Service Revenue,340698.51,Training Package - Pinnacle Industries,Revenue
2025-11-28,Sales,Service Revenue,115047.1,Implementation Services - Pacific Ventures,Revenue
2025-11-28,Sales,Travel & Entertainment,2636.22,Hotel - New York,Expense
2025-11-28,Operations,Utilities,5792.62,Waste Management,Expense
2025-12-01,Finance,Software & Tools,2588.83,FloQast Close Management,Expense
2025-12-01,Finance,Professional Services,15868.46,R&D Tax Credit Study,Expense
2025-12-01,Sales,Service Revenue,183862.37,Training Package - Oakmont Properties,Revenue
2025-12-01,Operations,Office Supplies & General,2819.79,Paper Products,Expense
2025-12-01,Operations,IT Infrastructure,26064.95,Server Maintenance Contract,Expense
2025-12-02,Marketing,PR & Communications,2114.85,Crisis Communications Prep,Expense
2025-12-02,Operations,Facilities & Rent,30921.22,Office Lease - Satellite Office,Expense
2025-12-03,Sales,Travel & Entertainment,1689.27,Flight - Phoenix,Expense
2025-12-03,Operations,Office Supplies & General,1852.43,Office Supplies - Office Depot,Expense
2025-12-03,Operations,Equipment & Maintenance,24357.46,Copier Lease - HP,Expense
2025-12-03,Operations,Office Supplies & General,8251.67,Office Supplies - Amazon Business,Expense
2025-12-04,Finance,Recruiting & HR,2199.65,Job Board Posting - Indeed,Expense
2025-12-04,Finance,Banking & Merchant Fees,4828.08,Treasury Management Services,Expense
2025-12-05,Operations,Equipment & Maintenance,6064.69,Elevator Service Contract,Expense
2025-12-05,Operations,Facilities & Rent,33493.5,Parking Garage Contract,Expense
2025-12-05,Finance,Recruiting & HR,2969.52,Recruiting Fee - AP Specialist,Expense
2025-12-05,Marketing,Content & Creative,19084.98,Freelance Writer - Whitepaper,Expense
2025-12-05,Marketing,Events & Sponsorships,9450.95,Customer Dinner - Nashville,Expense
2025-12-05,Marketing,Events & Sponsorships,5429.37,Speaker Fee - Dreamforce,Expense
2025-12-06,Marketing,Content & Creative,7626.79,Video Production - Email Templates,Expense
2025-12-06,Operations,Utilities,6014.3,Phone System - Monthly,Expense
2025-12-07,Marketing,Software & Tools,9139.76,Marketo Subscription,Expense
2025-12-07,Operations,Office Supplies & General,5365.36,First Aid Supplies,Expense
2025-12-07,Operations,IT Infrastructure,10896.22,Backup & Recovery Services,Expense
2025-12-07,Marketing,Software & Tools,5554.26,6sense Platform,Expense
2025-12-09,Finance,Office & Admin,2392.83,Subscription - Bloomberg,Expense
2025-12-09,Marketing,Brand & Collateral,2781.56,Trade Show Banners,Expense
2025-12-10,Finance,Banking & Merchant Fees,8019.54,Lockbox Services,Expense
2025-12-10,Sales,Software & Subscriptions,2081.88,DocuSign,Expense
2025-12-10,Sales,Travel & Entertainment,6491.46,Client Dinner - Chicago,Expense
2025-12-10,Marketing,PR & Communications,4477.9,PR Agency Retainer - Edelman,Expense
2025-12-10,Finance,Audit & Compliance,16299.0,Financial Statement Audit,Expense
2025-12-10,Finance,Software & Tools,2842.57,Avalara Tax Software,Expense
2025-12-11,Marketing,Events & Sponsorships,12328.06,Roadshow - Nashville,Expense
2025-12-11,Marketing,Digital Advertising,9545.44,Paid Search - Brand Terms,Expense
2025-12-11,Operations,Insurance,15614.56,Cyber Liability Insurance,Expense
2025-12-11,Operations,Utilities,8827.83,Waste Management,Expense
2025-12-11,Sales,Client Entertainment,1228.97,Thank You Gift,Expense
2025-12-12,Finance,Recruiting & HR,2046.76,Onboarding Materials,Expense
2025-12-12,Marketing,Content & Creative,5490.29,Copywriting Services,Expense
2025-12-13,Sales,Client Entertainment,2264.53,Client Gift - Delta Logistics,Expense
2025-12-13,Sales,Software & Subscriptions,7847.67,ZoomInfo Subscription,Expense
2025-12-13,Finance,Office & Admin,650.75,Calculator & Equipment,Expense
2025-12-13,Marketing,Software & Tools,3533.6,Hootsuite Platform,Expense
2025-12-13,Marketing,Digital Advertising,9037.66,Paid Search - Brand Terms,Expense
2025-12-13,Operations,Utilities,6902.92,Natural Gas - Regional West,Expense
2025-12-14,Operations,Office Supplies & General,1275.5,Coffee Service - Monthly,Expense
2025-12-14,Sales,Office Supplies,278.76,Business Cards,Expense
2025-12-14,Sales,Client Entertainment,1321.94,Golf Outing,Expense
2025-12-14,Marketing,Brand & Collateral,3350.05,Trade Show Banners,Expense
2025-12-14,Sales,Sales Commissions,31211.26,Bonus - Q4 Performance,Expense
2025-12-14,Operations,Office Supplies & General,1076.95,First Aid Supplies,Expense
2025-12-15,Sales,Travel & Entertainment,1923.51,Uber/Taxi - Chicago,Expense
2025-12-15,Sales,Recurring Revenue,365137.33,Annual Contract - Oakmont Properties,Revenue
2025-12-15,Operations,Logistics & Shipping,7434.39,Freight Shipping - Old Dominion,Expense
2025-12-15,Operations,IT Infrastructure,6502.62,Backup & Recovery Services,Expense
2025-12-15,Sales,Sales Commissions,42783.82,Commission Payout - December,Expense
2025-12-15,Finance,Training & Certifications,1629.4,CFI Certification Program,Expense
2025-12-15,Sales,Product Sales,159658.29,Starter Bundle - Summit Healthcare,Revenue
2025-12-15,Marketing,Digital Advertising,6960.92,Programmatic Buy - Event Promo,Expense
2025-12-15,Marketing,Digital Advertising,11438.2,Display Network - Content Syndication,Expense
2025-12-16,Sales,Recurring Revenue,112799.5,Platform Access - Jasper Analytics,Revenue
2025-12-16,Operations,Logistics & Shipping,3175.08,Courier Services,Expense
2025-12-17,Sales,Sales Commissions,29272.97,Accelerator Bonus,Expense
2025-12-17,Sales,Service Revenue,339088.08,Implementation Services - Frontier Tech,Revenue
2025-12-17,Sales,Sales Commissions,20985.84,Accelerator Bonus,Expense
2025-12-17,Marketing,Digital Advertising,4920.08,Paid Search - Brand Terms,Expense
2025-12-17,Marketing,Brand & Collateral,5369.73,Company Swag Order,Expense
2025-12-18,Operations,Logistics & Shipping,3513.3,USPS Postage Meter,Expense
2025-12-18,Sales,Office Supplies,299.34,Business Cards,Expense
2025-12-19,Marketing,Content & Creative,15191.22,Freelance Writer - Product Video,Expense
2025-12-19,Operations,Facilities & Rent,29721.55,Office Lease - Downtown Office,Expense
2025-12-19,Operations,Insurance,10148.62,General Liability Insurance,Expense
2025-12-19,Finance,Recruiting & HR,2147.35,Onboarding Materials,Expense
2025-12-20,Finance,Software & Tools,783.52,Workday Subscription,Expense
2025-12-20,Marketing,Software & Tools,12788.16,Google Analytics 360,Expense
2025-12-20,Operations,Logistics & Shipping,1056.87,FedEx Account - Monthly,Expense
2025-12-21,Sales,Sales Commissions,56529.96,Bonus - Q4 Performance,Expense
2025-12-21,Sales,Training & Development,2153.41,Coaching Session,Expense
2025-12-21,Sales,Product Sales,97713.25,Enterprise License - Meridian Foods,Revenue
2025-12-21,Marketing,PR & Communications,5570.29,Media Monitoring Service,Expense
2025-12-21,Finance,Training & Certifications,3316.77,CFI Certification Program,Expense
2025-12-22,Sales,Travel & Entertainment,1955.77,Hotel - Boston,Expense
2025-12-22,Sales,Recurring Revenue,151861.39,Monthly Subscription - Keystone Energy,Revenue
2025-12-22,Marketing,Digital Advertising,12970.15,Paid Search - Brand Terms,Expense
2025-12-22,Marketing,Events & Sponsorships,8374.41,Conference Sponsorship - Dreamforce,Expense
2025-12-23,Sales,Training & Development,1863.5,Certification Course,Expense
2025-12-23,Sales,Office Supplies,833.3,Demo Equipment,Expense
2025-12-23,Sales,Office Supplies,236.86,Sales Collateral Printing,Expense
2025-12-23,Operations,Utilities,10707.02,Water & Sewer - Regional West,Expense
2025-12-23,Marketing,Events & Sponsorships,5689.8,Webinar Platform Hosting,Expense
2025-12-23,Sales,Travel & Entertainment,4094.73,Conference Travel,Expense
2025-12-24,Operations,Facilities & Rent,33224.28,Coworking Space - Satellite Office,Expense
2025-12-24,Marketing,PR & Communications,4948.62,Press Release Distribution,Expense
2025-12-24,Marketing,Digital Advertising,4642.63,Programmatic Buy - Event Promo,Expense
2025-12-24,Operations,Equipment & Maintenance,17681.82,Computer Hardware - Keyboards/Mice,Expense
2025-12-24,Finance,Software & Tools,2410.8,Expensify Licenses,Expense
2025-12-24,Operations,Security Services,13195.72,Visitor Management System,Expense
2025-12-25,Marketing,Digital Advertising,42497.04,Paid Search - Non-Brand,Expense
2025-12-25,Marketing,Digital Advertising,10959.22,Meta Ads - Event Promo,Expense
2025-12-26,Finance,Banking & Merchant Fees,4178.38,Lockbox Services,Expense
2025-12-26,Finance,Software & Tools,10308.21,Coupa Procurement,Expense
2025-12-26,Operations,Security Services,4415.78,Alarm Monitoring - ADT Business,Expense
2025-12-27,Sales,Office Supplies,264.12,Presentation Materials,Expense
2025-12-27,Marketing,PR & Communications,5832.42,Media Monitoring Service,Expense
2025-12-27,Sales,Client Entertainment,554.94,Thank You Gift,Expense
2025-12-27,Operations,Utilities,1570.51,Internet Service - Comcast Business,Expense
2025-12-28,Sales,Service Revenue,1050993.4,Consulting Engagement - Meridian Foods,Revenue
2025-12-28,Sales,Client Entertainment,599.35,Golf Outing,Expense
2025-12-28,Sales,Training & Development,1925.87,Conference Registration,Expense
2025-12-28,Operations,IT Infrastructure,17513.54,Cisco Network Equipment,Expense
2025-12-28,Marketing,PR & Communications,2040.52,Press Release Distribution,Expense
2025-12-28,Marketing,Content & Creative,15833.88,Stock Images License,Expense
